polled_at_utc,station_id,num_bikes_available,num_docks_available,is_renting,is_returning,is_installed,last_reported
2026-09-13T00:12:46+00:00,6026,17,17,True,True,True,1789258362
2026-09-13T00:12:46+00:00,5431,3,17,True,True,True,1789258362
2026-09-13T00:12:46+00:00,5424,0,18,True,True,True,1789258362
2026-09-13T00:12:46+00:00,5220,3,16,True,True,True,1789258362
2026-09-13T00:12:46+00:00,5217,10,19,True,True,True,1789258362
2026-09-13T00:12:46+00:00,5113,6,5,True,True,True,1789258362
2026-09-13T00:12:46+00:00,4683,3,17,True,True,True,1789258362
2026-09-13T00:12:46+00:00,4552,13,5,True,True,True,1789258362
2026-09-13T00:12:46+00:00,3725,0,18,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2358,9,4,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2357,11,13,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2355,1,11,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2351,3,14,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2350,14,9,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2349,4,17,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2347,12,18,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2340,1,22,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2339,17,11,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2337,14,0,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2334,12,0,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2333,9,3,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2332,11,1,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2330,13,1,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2329,9,6,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2328,6,14,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2315,17,0,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2308,4,3,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2307,0,30,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2306,0,18,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2305,4,11,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2304,13,5,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2280,5,9,True,True,True,1789258362
2026-09-13T00:12:46+00:00,2270,2,18,True,True,True,1789258362
2026-09-13T00:12:46+00:00,1919,5,1,True,True,True,1789258362
2026-09-13T00:12:46+00:00,1755,21,10,True,True,True,1789258362
2026-09-13T00:12:46+00:00,1101,22,0,True,True,True,1789258362
2026-09-13T00:12:46+00:00,1023,11,3,True,True,True,1789258362
2026-09-13T00:12:46+00:00,1009,2,8,True,True,True,1789258362
2026-09-13T00:12:46+00:00,970,4,20,True,True,True,1789258362
2026-09-13T00:12:46+00:00,787,10,2,True,True,True,1789258362
2026-09-13T00:12:46+00:00,627,5,25,True,True,True,1789258362
2026-09-13T00:12:46+00:00,623,16,4,True,True,True,1789258362
2026-09-13T00:12:46+00:00,624,4,13,True,True,True,1789258362
2026-09-13T00:12:46+00:00,626,5,18,True,True,True,1789258362
2026-09-13T00:12:46+00:00,614,13,10,True,True,True,1789258362
2026-09-13T00:12:46+00:00,616,12,2,True,True,True,1789258362
2026-09-13T00:12:46+00:00,618,9,31,True,True,True,1789258362
2026-09-13T00:12:46+00:00,621,14,12,True,True,True,1789258362
2026-09-13T00:12:46+00:00,622,2,23,True,True,True,1789258362
2026-09-13T00:12:46+00:00,613,1,17,True,True,True,1789258362
2026-09-13T00:12:46+00:00,620,2,38,True,True,True,1789258362
2026-09-13T00:12:46+00:00,596,0,17,True,True,True,1789258362
2026-09-13T00:12:46+00:00,617,6,13,True,True,True,1789258362
2026-09-13T00:12:46+00:00,609,5,21,True,True,True,1789258362
2026-09-13T00:12:46+00:00,607,5,18,True,True,True,1789258362
2026-09-13T00:12:46+00:00,603,5,12,True,True,True,1789258362
2026-09-13T00:12:46+00:00,590,0,38,True,True,True,1789258362
2026-09-13T00:12:46+00:00,610,8,11,True,True,True,1789258362
2026-09-13T00:12:46+00:00,608,1,19,True,True,True,1789258362
2026-09-13T00:12:46+00:00,593,15,15,True,True,True,1789258362
2026-09-13T00:12:46+00:00,530,0,9,True,True,True,1789258362
2026-09-13T00:12:46+00:00,463,13,6,True,True,True,1789258362
2026-09-13T00:12:46+00:00,475,19,4,True,True,True,1789258362
2026-09-13T00:12:46+00:00,439,4,21,True,True,True,1789258362
2026-09-13T00:12:46+00:00,600,10,0,True,True,True,1789258362
2026-09-13T00:12:46+00:00,440,13,1,True,True,True,1789258362
2026-09-13T00:12:46+00:00,612,6,11,True,True,True,1789258362
2026-09-13T00:12:46+00:00,491,13,5,True,True,True,1789258362
2026-09-13T00:12:46+00:00,493,2,22,True,True,True,1789258362
2026-09-13T00:12:46+00:00,410,25,1,True,True,True,1789258362
2026-09-13T00:12:46+00:00,605,1,17,True,True,True,1789258362
